"id","kmt","ddp","pfp"
"64000180-004",17.8,71.6,9.5
"64000250-006",24.7,62.1,11.6
"64000250-011",16.4,72.5,9.9
"64000250-004",22.3,64.9,11.2
"64000250-003",19.3,70.6,9
"64000250-010",17.4,72.4,8.3
"64000250-007",23.7,62.7,11.6
"64000250-013",22.6,67.9,8.2
"64000250-001",19.9,70.5,8.4
"64000250-009",15.5,75.5,8.1
"64000250-008",20.9,64.9,12.9
"64000250-014",28.6,56.4,13.4
"64000250-012",15.5,72.7,10.1
"64000250-005",15.3,73.4,10.3
"64000250-002",17.7,73.5,6.8
"64000060-025",25.3,64.9,9
"64000060-023",28.1,57.7,12.8
"64000060-007",26.2,60.2,12.1
"64000060-014",31.1,58.5,9.2
"64000060-005",31.7,56,10.8
"64000060-011",28.1,59.1,11.4
"64000060-012",25,64.2,9.9
"64000060-015",30.7,57.3,10.8
"64000060-018",34.7,53.7,10.2
"64000060-024",24.2,66.1,7.8
"64000060-032",23.9,65.8,9.1
"64000060-027",21.6,68.2,9.2
"64000060-022",22.2,67.6,9.3
"64000060-029",21,67.3,9.7
"64000060-028",25.4,65.3,8.2
"64000060-026",22.9,67.8,8.9
"64000060-002",29.9,58.4,10.7
"64000060-004",30.9,57.6,10.3
"64000060-001",33,54.5,11.2
"64000060-009",27.8,62.6,8.5
"64000060-017",31,61.5,6.8
"64000060-013",26.3,63.1,9.3
"64000060-021",27.6,60.7,10.5
"64000060-019",22.8,67.2,8.8
"64000060-031",29.7,58.3,10.6
"64000060-030",20.2,68.7,8.4
"64000060-003",30.8,55.8,12
"64000060-006",29.7,58,10.9
"64000060-008",30.5,59.2,9
"64000060-020",23,65.9,10
"64000060-016",32.9,57.7,8.7
"64000060-010",28.6,61.2,9.2
"64000040-019",32.2,55.3,11.6
"64000040-020",35.5,52.6,10
"64000040-037",19.4,70.7,8.8
"64000040-005",16.2,72.9,9.9
"64000040-036",20.6,69.5,9.2
"64000040-003",20.4,67.2,11.2
"64000040-034",33.1,53.3,12.6
"64000040-033",35.8,50.8,12.7
"64000040-010",11,81.9,6.3
"64000040-026",32.6,53.8,12.5
"64000040-015",47.9,40.6,8.6
"64000040-017",38.9,46.8,12.9
"64000040-016",27.8,62.6,8.3
"64000040-030",36.7,52,9.9
"64000040-004",20.8,67.5,10.5
"64000040-027",35.3,54.7,9
"64000040-002",27.1,57.6,13.9
"64000040-011",14.9,76.1,8
"64000040-025",36.1,49.5,13.3
"64000040-023",29,62.3,7.2
"64000040-032",26.3,60.8,12
"64000040-001",22.4,65.1,11.3
"64000040-022",34.3,53.9,10.7
"64000040-007",25.1,62.5,11.3
"64000040-006",25.1,62.9,10.7
"64000040-008",31.5,54.7,12.8
"64000040-029",34.3,54.4,10.2
"64000040-013",23.2,64.5,11.3
"64000040-012",10.2,81.5,7.1
"64000040-031",26.5,62.7,9.6
"64000040-021",26.9,63,9.1
"64000040-014",34.3,50.9,13.6
"64000040-018",32,57.1,9.3
"64000040-028",36,53,9.7
"64000040-024",28.5,60.2,10.1
"64000040-009",15.9,76,7.1
"64000040-035",29.7,56.9,12.3
"64000240-015",18.3,70.9,9
"64000240-009",19.3,65.1,13.6
"64000240-013",19.3,65.6,13.6
"64000240-014",23.2,63.6,11.7
"64000240-005",22.2,68.1,7.9
"64000240-007",20.7,66.3,11.5
"64000240-008",28,57.5,11.1
"64000240-012",26.7,61,10.8
"64000240-011",26.4,61.6,11.2
"64000240-019",26.1,60.7,11.9
"64000240-010",18.5,71.3,7.9
"64000240-001",20.6,65.9,11.9
"64000240-018",24.9,64.8,9.1
"64000240-006",24.2,63,11.1
"64000240-017",20.2,69.9,8.7
"64000240-020",23.5,63.6,11.3
"64000240-004",21.5,70.8,6.2
"64000240-002",23.3,67.2,7.7
"64000240-003",21.6,65.6,10.9
"64000240-016",22.2,66.6,10.1
"64000020-026",31.3,55.7,11.6
"64000020-006",22.2,66.6,9.7
"64000020-012",23.4,67.7,7.8
"64000020-011",23.3,66.8,9
"64000020-013",23.6,66.7,8.7
"64000020-005",28.2,62.7,8.2
"64000020-025",30.4,59.6,8.8
"64000020-004",20.2,70.9,8.2
"64000020-009",73,11,14.5
"64000020-033",18.7,71.5,7.8
"64000020-008",28.4,61.3,9
"64000020-017",33.7,53.1,12.1
"64000020-027",27.6,60.8,10.2
"64000020-003",39.4,50,9.3
"64000020-014",22.4,67.7,9.1
"64000020-007",28,62.9,7.5
"64000020-037",27.8,59.7,10.7
"64000020-030",26.1,67.4,4.8
"64000020-038",23.9,62.1,12.2
"64000020-035",18,69.3,11.9
"64000020-029",25.8,65.7,8.2
"64000020-018",37.9,50.2,10.7
"64000020-002",47.7,38,13
"64000020-032",19,71.8,8
"64000020-019",38,50.4,10
"64000020-020",44,43.1,11.5
"64000020-021",22.8,65.9,9.6
"64000020-001",36.1,49.2,13.7
"64000020-036",17.7,72.9,8.3
"64000020-028",19.3,70.6,8.5
"64000020-034",16.9,71.4,10.5
"64000020-022",21.3,71.1,6.7
"64000020-024",25.4,62.3,11.4
"64000020-015",27.8,59.5,11.4
"64000020-010",27.8,62,8.3
"64000020-016",30.8,55.7,12.3
"64000020-031",21.1,70.8,7.1
"64000020-023",20.7,68.2,10
"64000300-016",20.5,60.1,17.2
"64000300-007",17.3,76.6,5.4
"64000300-018",16.6,73,8.4
"64000300-006",26.7,62.8,8.9
"64000300-002",28.4,59.2,11
"64000300-005",27.6,57.3,13.8
"64000300-019",17.5,73.7,7.2
"64000300-010",16.5,69.4,7.4
"64000300-001",24.3,62.7,11.8
"64000300-015",22.9,67.2,8.7
"64000300-013",27,61.9,10.3
"64000300-011",23,65.5,9.8
"64000300-012",31.6,58.3,8.8
"64000300-020",23.5,67.5,8.1
"64000300-009",19.4,71.9,7
"64000300-003",26.9,61,10.9
"64000300-004",23.6,64.4,9.9
"64000300-008",23.6,67.3,8.3
"64000300-014",22,67.6,9.7
"64000300-021",33.1,54.2,10.9
"64000300-017",12.6,79.6,6.7
"64000100-010",14.2,77.7,7.2
"64000100-011",14.6,77.2,6.5
"64000100-006",15.8,74.8,8.3
"64000100-013",16.8,74.6,7.7
"64000100-008",17.4,69.2,12.3
"64000100-002",18.7,70.7,9
"64000100-012",15.6,79.9,3.7
"64000100-009",16,74.4,8.8
"64000100-003",19,71.7,8
"64000100-005",22.9,65.4,10.6
"64000100-004",16.7,73.8,8.2
"64000100-007",47.2,38.6,12.3
"64000100-001",18.4,72.6,7.3
"64000120-028",19.9,70.4,8.8
"64000120-072",21.1,67.4,10.5
"64000120-051",31.5,57.7,10.3
"64000120-057",20,69.3,9.5
"64000120-015",66.7,19.5,12.7
"64000120-071",20.5,66.3,12.5
"64000120-008",35.6,51,12.2
"64000120-069",26,59.2,13.5
"64000120-070",21.6,64,13.3
"64000120-043",22.6,66.4,10
"64000120-032",21.7,69.2,8.3
"64000120-048",21.8,67.7,9.3
"64000120-011",25.9,62.7,10.7
"64000120-056",35.2,51.4,12.3
"64000120-060",29.9,55.2,13.9
"64000120-039",31.3,55.2,12.7
"64000120-059",29,59,11.1
"64000120-053",25.2,62,11.6
"64000120-027",18.8,69.8,10.5
"64000120-045",41.3,46.6,10.7
"64000120-003",27.7,62.4,8.5
"64000120-002",27.5,62.1,9.3
"64000120-017",19.2,69.3,10.6
"64000120-047",34.1,52,12.7
"64000120-006",27.9,56.9,14.3
"64000120-046",28.4,59.2,11.2
"64000120-044",30.4,57.4,11.1
"64000120-019",30.2,56.4,12.5
"64000120-024",21.9,66.3,11
"64000120-030",38.6,48,12.1
"64000120-058",25.2,63.5,10.5
"64000120-026",23.8,65.4,9.9
"64000120-064",23.3,67.2,8.5
"64000120-078",21.8,66.3,10.9
"64000120-055",19.5,69,10.6
"64000120-076",20.9,68.4,9.7
"64000120-005",29,60.4,9.9
"64000120-022",40.8,44.7,13.5
"64000120-065",25,62.9,11.2
"64000120-037",29,58.6,11.5
"64000120-034",27,61.2,10.7
"64000120-063",27.3,58.3,13.4
"64000120-038",21.3,68.9,8.9
"64000120-014",34.7,53.3,11
"64000120-041",30.1,58.7,9.9
"64000120-054",21.6,66.8,10
"64000120-074",25.1,62.9,10.9
"64000120-075",21.9,65.7,11.4
"64000120-025",20.6,67.2,11.1
"64000120-066",21.1,68.3,9.5
"64000120-068",23.5,63.2,12.2
"64000120-033",24.7,64.4,9.8
"64000120-036",22,66.8,10.2
"64000120-067",24.9,62.7,11.4
"64000120-021",25.3,62.4,11.5
"64000120-018",32.8,54.6,11.5
"64000120-031",34.3,51.2,13.5
"64000120-061",45.8,38.8,14.3
"64000120-062",36.8,48.9,13.3
"64000120-020",32.4,53.1,13.4
"64000120-050",40.4,45.9,12.6
"64000120-040",23.6,62.8,12.8
"64000120-077",18.3,71.4,9.1
"64000120-049",21.2,67,10.6
"64000120-029",21,68.7,9.4
"64000120-035",30.2,59.4,9.6
"64000120-007",32.8,53.6,11.8
"64000120-001",38.6,47.4,13.1
"64000120-010",36.5,52.9,9.8
"64000120-004",31.8,52.6,14.9
"64000120-042",28.2,59.5,11.1
"64000120-073",20.6,70.9,7.9
"64000120-009",22.8,64.6,11.7
"64000120-012",26.2,61.6,11.1
"64000120-013",27.3,59.4,11.7
"64000120-016",21.7,67,10.3
"64000200-017",13.2,79.8,5.4
"64000200-014",18.4,73,6
"64000200-015",18.6,71,9.2
"64000200-003",20.5,69.9,8.2
"64000200-004",22.7,67.1,8.8
"64000200-011",19.7,69.4,9.7
"64000200-012",20.2,70.7,7.9
"64000200-008",23,66.3,9.5
"64000200-007",16.9,75.2,6.4
"64000200-005",18.6,72.1,7.6
"64000200-006",15,76.6,7.3
"64000200-013",19.7,69.4,8.4
"64000200-009",15.7,75.8,7.7
"64000200-010",21.4,64.4,11.6
"64000200-016",19.6,71.5,7.7
"64000200-002",24,68.6,6.3
"64000200-001",21.9,67.8,9.3
"64000210-003",24.4,64.9,9.1
"64000210-001",19.3,70.4,8.9
"64000210-009",22.8,64.9,10.8
"64000210-004",24.9,63.7,10.3
"64000210-007",21.8,69.5,7.3
"64000210-006",26.9,60.9,11.3
"64000210-008",27.4,59.1,11.8
"64000210-011",24.5,64.8,9.7
"64000210-005",24.6,64.5,9.7
"64000210-010",23.3,68,7.8
"64000210-002",17,72.6,9.3
"64000280-007",19.1,68,11
"64000280-001",23.1,63.2,11.9
"64000280-012",23.1,63.4,11.9
"64000280-010",26.3,56.6,14.5
"64000280-009",24,62.7,11.3
"64000280-011",29.5,60.6,8.6
"64000280-003",27.5,61.4,10.1
"64000280-005",28.9,57.6,11.8
"64000280-002",25.9,64.3,8.5
"64000280-004",32.6,54.7,10.6
"64000280-006",21,63.1,14.8
"64000280-008",20.1,64.6,13.6
"64000010-005",25.3,63.4,9.3
"64000010-008",26.5,64.1,7.8
"64000010-009",27.9,62.3,9.1
"64000010-015",21.2,68,10.3
"64000010-021",16.5,78.3,4.1
"64000010-012",23.8,66.4,7.7
"64000010-010",23.8,66.9,8.6
"64000010-017",27.6,62.5,8.9
"64000010-011",26,62.6,10
"64000010-013",26.6,63.4,8.9
"64000010-006",27.9,62.4,8.3
"64000010-018",24.9,65.5,8.6
"64000010-003",20,70.7,7.4
"64000010-014",22.2,63.9,12.9
"64000010-002",23,70,6
"64000010-020",22.5,63.9,11.6
"64000010-007",25.8,65.2,7.9
"64000010-016",24.5,61.5,13.7
"64000010-004",28.7,59.5,10.8
"64000010-001",21.6,67.6,10
"64000010-019",24.3,68.4,7
"10017020-006",30.5,52.1,16.3
"10017020-008",30.9,51.2,16.6
"10017020-015",38.2,44.4,15.8
"10017020-016",29.9,58.5,11
"10017020-002",33.8,50.7,14.4
"10017020-017",33.4,50.9,14.4
"10017020-004",36.5,48.8,13.6
"10017020-005",37.2,48.6,13.6
"10017020-018",29.9,53.8,15
"10017020-007",28.8,52.7,17.1
"10017020-020",31.4,47.8,19.8
"10017020-001",35.1,46.9,16.5
"10017020-009",33.1,49,16.4
"10017020-010",27,56.7,15.3
"10017020-011",28,57.2,14.2
"10017020-003",38.7,44.3,15.6
"10017020-019",29.6,53.3,16.2
"10017020-014",28.2,60.8,11
"10017020-013",24.9,56.1,18
"10017020-012",23.6,63.3,11.2
"10017050-004",24.5,59.3,15.1
"10017050-021",35.5,44.2,19.3
"10017050-006",38.3,44.5,15.7
"10017050-007",31.4,47,20.3
"10017050-015",29.2,49.7,18.2
"10017050-013",30.4,50.2,17.5
"10017050-014",31,52.3,15.1
"10017050-005",34.1,47,17.2
"10017050-003",27.3,54.6,16.1
"10017050-002",33.8,50.1,14.6
"10017050-018",29.4,55,13.9
"10017050-019",30.5,50.9,17.9
"10017050-017",28.7,56.1,13.8
"10017050-016",28.1,53.2,16.7
"10017050-012",27,56,16.3
"10017050-023",45.7,37.4,15.2
"10017050-024",29.1,50,19.7
"10017050-010",33.1,46,19.2
"10017050-008",29.8,51.9,16.4
"10017050-009",35.7,44.1,18.2
"10017050-011",31.2,50.6,16.8
"10017050-001",28.1,54.4,16.9
"10017050-022",31.5,51.1,16.2
"10017050-020",37.3,45,16.5
"10017010-008",36.3,49.1,12.4
"10017010-019",16.5,72.4,10
"10017010-023",34.9,48.4,15.4
"10017010-009",39.5,45.2,14
"10017010-006",34.4,44.6,19
"10017010-014",40.2,43.2,15.1
"10017010-018",28.5,58.1,11.9
"10017010-010",42.6,39.9,16.6
"10017010-007",39.2,41.3,17.9
"10017010-002",36.4,51.2,10.9
"10017010-024",36.4,45.1,17.3
"10017010-017",39.4,34.1,24.9
"10017010-016",28.1,56.2,14.5
"10017010-021",24,65.8,9.2
"10017010-003",29.3,51.4,18.1
"10017010-013",44.1,37,17.1
"10017010-022",33.9,48,17.1
"10017010-012",41.5,38.7,18.3
"10017010-015",40.1,35.8,22.7
"10017010-011",37.2,44.5,16.8
"10017010-005",33.3,52.7,12.3
"10017010-026",34.8,41.3,22.3
"10017010-025",38.8,41.5,18.5
"10017010-004",33.4,48.4,16.7
"10017010-020",24,62.6,12.5
"10017010-001",32.4,52.5,13.6
"10017040-009",29.4,57.7,11.9
"10017040-020",27,58.7,12.8
"10017040-027",25.6,62.5,11.2
"10017040-004",37.4,46.1,15.6
"10017040-008",34,51.9,13
"10017040-029",25.4,49.9,23.4
"10017040-021",36.4,44,18.2
"10017040-013",29.1,54.8,15.1
"10017040-026",33.4,49.6,15.9
"10017040-018",28.9,57.3,12.8
"10017040-014",22.6,61.1,15.7
"10017040-006",35.5,47.5,15.6
"10017040-007",32.6,52.2,13.6
"10017040-025",32.4,52.2,13.5
"10017040-001",32,51.9,14.7
"10017040-002",32.9,53.1,12.7
"10017040-015",30.9,53.5,14.3
"10017040-003",37,49.3,12.6
"10017040-023",28.9,54.8,14
"10017040-019",31.2,51.7,15.9
"10017040-010",32.5,51,15.8
"10017040-005",37.6,47.8,13.4
"10017040-024",42.3,38.2,17.8
"10017040-028",36,51.4,12.1
"10017040-022",35.1,49.4,13.9
"10017040-012",30.6,56.1,11.8
"10017040-011",27.4,56.2,15.5
"10017040-017",36.9,49,13.3
"10017040-016",30.2,52.4,16.3
"10017060-019",36.5,49.6,12.8
"10017060-015",38.3,43.6,17.2
"10017060-006",32.8,51.3,14.6
"10017060-012",32.6,49.1,16.8
"10017060-017",36.5,46.6,15.4
"10017060-013",33.7,48.7,16.4
"10017060-018",37.1,44,17.2
"10017060-016",38.7,43.6,16.4
"10017060-011",32.6,47.9,18.5
"10017060-007",26.3,57.5,15.4
"10017060-009",29.5,55.9,13.4
"10017060-001",36.8,45.6,16.3
"10017060-025",40.2,41.8,16.8
"10017060-004",34.9,49.5,14.4
"10017060-002",32.8,53.1,12.5
"10017060-021",37.9,43.5,17.7
"10017060-022",41.6,42.7,14.7
"10017060-005",28.1,58.5,12.6
"10017060-003",35,50.4,13.1
"10017060-014",32.5,48.9,17.5
"10017060-008",26.8,57.5,14.5
"10017060-010",31.9,52.1,14.2
"10017060-023",34,47,17.8
"10017060-024",40.2,43.1,15.4
"10017060-020",38.1,45.9,15.1
"10017070-002",45.5,40.7,12.7
"10017070-001",37.6,47.8,13.7
"10017070-015",32.9,46.5,19.3
"10017070-020",37,43.8,18.4
"10017070-017",33.3,48.9,16.7
"10017070-019",35.9,45.9,17
"10017070-018",40.3,42.3,16.7
"10017070-012",38.3,43.5,17.3
"10017070-014",39.1,44.9,14.7
"10017070-013",41.6,40.6,16.5
"10017070-016",40.8,41.5,16.8
"10017070-011",39.1,44,15.7
"10017070-008",31,53.2,15
"10017070-007",37.1,44.6,16.3
"10017070-005",36.5,50.6,12
"10017070-006",44.2,39.9,15
"10017070-004",42.9,39.8,15.8
"10017070-003",43.1,40.2,15.7
"10017070-010",40,41.6,16.3
"10017070-009",42.4,38.9,17
"10017030-011",29.6,53,17.1
"10017030-001",29.3,51.6,17.7
"10017030-003",29.6,51.9,16.9
"10017030-002",31.4,53.6,13.9
"10017030-007",36.1,44.4,18.2
"10017030-010",33.6,47.7,17.3
"10017030-009",27.3,50.4,21.5
"10017030-008",35,46.5,16.6
"10017030-004",39.3,43.2,16.5
"10017030-005",39.1,42,17.4
"10017030-012",36.9,45,16.8
"10017030-006",46.5,35.7,16.5
"10017030-013",35.4,43.7,19.7
"09007020-005",72.4,13.3,12.4
"09007020-006",72.4,13.3,12.4
"09007020-002",69.5,15.9,13.1
"09007020-004",72.4,13.3,12.4
"09007020-001",69.5,15.9,13.1
"09007020-003",69.5,15.9,13.1
"09007040-001",59.2,16.5,24.1
"09007040-002",59.2,16.5,24.1
"09007010-005",69.5,17.2,10.7
"09007010-001",68.7,15.5,13.6
"09007010-009",69.5,17.2,10.7
"09007010-006",69.5,17.2,10.7
"09007010-008",69.5,17.2,10.7
"09007010-007",69.5,17.2,10.7
"09007010-004",69.5,17.2,10.7
"09007010-002",67.3,16.9,13.4
"09007010-003",67.3,16.9,13.4
"09007030-005",64.6,13.8,20.7
"09007030-002",62.4,18,18
"09007030-003",62.4,18,18
"09007030-001",62.4,18,18
"09007030-004",64.6,13.8,20.7
"10009110-004",13.8,78.2,7.1
"10009110-016",14.1,77.4,7.9
"10009110-014",16.2,76.1,6.2
"10009110-008",8.9,85.5,3.8
"10009110-012",17.1,75.7,4.8
"10009110-018",17.6,76,5
"10009110-006",18.8,69.8,10.3
"10009110-015",13.3,77.5,8.2
"10009110-003",13.6,78,6.9
"10009110-007",16.1,76.2,7
"10009110-013",23.6,67.7,7.3
"10009110-002",21.4,69.9,7.6
"10009110-001",23.4,68.5,7
"10009110-017",16.3,77,4.9
"10009110-011",13.7,79.3,6.3
"10009110-005",22.3,64.7,11.1
"10009110-010",9.8,83.3,6.1
"10009110-009",11.7,84.3,3.3
"10009190-008",21.3,66.4,10
"10009190-002",26,55.4,16.6
"10009190-017",21.2,64.6,13.3
"10009190-014",9.6,79.2,9.2
"10009190-015",25.9,62.3,11.1
"10009190-011",17.2,69.8,12
"10009190-018",18,70.2,10.6
"10009190-004",19.1,66.3,12
"10009190-005",26.8,63.5,7.3
"10009190-009",19.3,61.4,17
"10009190-010",23.5,60.5,13.4
"10009190-020",15.7,75.7,7
"10009190-019",24.3,63.5,10.8
"10009190-007",17.3,69.4,11.5
"10009190-003",29.9,55.5,12.5
"10009190-013",24.8,58.3,15.5
"10009190-012",25.2,57.7,15.5
"10009190-016",18.2,69.2,10
"10009190-001",27.7,49.9,19.2
"10009190-021",19.1,68.3,10.7
"10009190-006",17.3,69.9,10.8
"10009050-009",22.4,64.4,11.2
"10009050-013",17.1,70,10.6
"10009050-010",23.9,61,13.6
"10009050-014",21.3,66.4,10.9
"10009050-001",30.4,57.3,10.9
"10009050-011",17.5,69.6,10.8
"10009050-012",23.1,63.8,11.1
"10009050-015",22.6,62.9,12.7
"10009050-003",27.2,55,15.9
"10009050-008",22.8,65.3,10.3
"10009050-016",20.6,65.1,12
"10009050-004",31.3,52.2,15
"10009050-002",26.8,57.8,15
"10009050-017",20,68.2,10.1
"10009050-005",22.8,60.8,14.8
"10009050-007",22.7,65.1,10
"10009050-006",23,63,11.9
"10009080-008",18.4,69.7,10.6
"10009080-003",21.8,65.4,11.9
"10009080-001",26,61.3,11.1
"10009080-013",20.9,70.9,7.7
"10009080-009",15,76.4,7.3
"10009080-015",23.2,63.7,11.7
"10009080-005",19.8,67.7,11.8
"10009080-012",24.5,61.4,12.6
"10009080-004",15.2,75,8.2
"10009080-002",24,65.2,9.2
"10009080-006",22.7,65.8,10.1
"10009080-014",14.7,70.6,13.7
"10009080-011",23.8,67.2,7.1
"10009080-007",24.4,61.3,13.1
"10009080-010",26.4,62.4,8.9
"10009170-013",24.6,62.4,11
"10009170-003",24.1,65.4,8.2
"10009170-005",31.2,57.8,9.4
"10009170-007",29.6,57.5,11.1
"10009170-019",17,71.6,9.4
"10009170-006",19.7,70.9,7.8
"10009170-015",20.6,67.6,10.5
"10009170-011",17,76.4,4.6
"10009170-002",19.5,68.2,11.3
"10009170-001",25.2,61.8,12
"10009170-010",20.1,66.7,11.4
"10009170-004",18.5,69.6,10.8
"10009170-020",20.5,63.8,14.2
"10009170-012",19.6,70.1,9.7
"10009170-016",20.4,68.9,9.1
"10009170-017",20.5,69.5,7.9
"10009170-021",27.6,65.5,6
"10009170-008",13.5,77,6.9
"10009170-009",37,53.6,9.4
"10009170-014",14.5,76.6,7.9
"10009010-009",28.1,57.8,12.9
"10009010-031",18.3,69.9,10.2
"10009010-008",35.2,48.7,14.9
"10009010-017",22.4,69.1,6.5
"10009010-020",33.7,54.1,10.7
"10009010-006",28.8,58.6,10.9
"10009010-002",29.8,54.8,13.6
"10009010-034",35.9,51.4,11
"10009010-036",33.3,50.9,14.7
"10009010-005",33.8,54,11.3
"10009010-004",32.7,56.1,10.3
"10009010-007",27.4,57.1,14.1
"10009010-038",32.8,52.7,13.4
"10009010-016",26,57.7,14.4
"10009010-001",30.5,57.1,11.7
"10009010-037",27.9,54.5,16.2
"10009010-013",31.7,51.2,15.7
"10009010-035",32.4,53.1,13.2
"10009010-023",30.2,55.7,12.7
"10009010-021",25.7,62.7,10.4
"10009010-030",23.4,62.8,12.7
"10009010-003",25,58,15.3
"10009010-022",28.3,56.4,14.2
"10009010-014",24.2,59.8,14.4
"10009010-018",35.2,47.8,15.9
"10009010-024",25.8,61.1,11.4
"10009010-025",21.5,65.4,12.2
"10009010-015",36.5,50.9,10.4
"10009010-029",23.6,61.3,13.8
"10009010-019",24.8,59.3,13.7
"10009010-026",24.4,61.6,12.6
"10009010-027",19.5,67.9,10.9
"10009010-028",23.9,61.4,13.9
"10009010-011",28.3,59.2,11.9
"10009010-010",33.5,51.6,13.5
"10009010-033",33.2,52.6,13
"10009010-032",35.6,48.3,14.8
"10009010-012",36.8,49.2,13.3
"10009020-017",21.7,65.4,11.5
"10009020-021",14.6,73.2,10.8
"10009020-005",26.8,61.1,11.4
"10009020-004",31.6,54.1,13.2
"10009020-015",22,64.2,12.3
"10009020-022",21.1,67.9,9.7
"10009020-008",23.7,64.2,10.6
"10009020-019",32.4,53.8,12.9
"10009020-002",32.1,55.2,11.7
"10009020-016",26.4,61.5,11.3
"10009020-001",29.6,57.7,11.3
"10009020-013",23.1,59.2,15.8
"10009020-007",22.2,66.6,10.7
"10009020-011",22.6,68.3,7.6
"10009020-003",28.5,58.2,11.9
"10009020-018",34.7,53.1,11.5
"10009020-012",24.9,65.4,8.4
"10009020-014",21.6,67.1,9.8
"10009020-010",21.2,66.5,10.9
"10009020-020",22.2,68.6,8.1
"10009020-009",28.2,59.9,10.6
"10009020-006",21.5,63.7,13.7
"10009200-004",12.5,80.4,5.7
"10009200-013",15.7,72.5,9.8
"10009200-014",17.3,72.6,8.7
"10009200-017",11.3,76.2,10.1
"10009200-001",18.1,65.7,14.4
"10009200-002",21.3,67.4,9.5
"10009200-012",18.8,69.1,10.1
"10009200-006",26.8,61,8.8
"10009200-007",12.7,75.8,8.9
"10009200-019",12.3,73.5,12.6
"10009200-018",14.2,69.9,14.3
"10009200-020",9.2,79.5,8.2
"10009200-023",17,70.3,12
"10009200-005",15.2,75.7,6.1
"10009200-003",11,77.8,9.2
"10009200-015",16.3,74.7,7.3
"10009200-022",11.6,74.3,10.8
"10009200-024",18.9,67.2,12.7
"10009200-011",12.6,79.2,7.3
"10009200-016",14.9,74.6,8.7
"10009200-008",14.2,77.7,6.1
"10009200-010",24.9,65.6,7.6
"10009200-009",28.4,56.3,12.5
"10009060-023",12.3,74.9,11.1
"10009060-012",24.3,63.1,12.1
"10009060-005",25.8,62.2,12
"10009060-013",30.1,51.2,16.7
"10009060-009",28.7,59.9,10
"10009060-011",19.8,64.9,13.9
"10009060-027",16.5,70.7,11.4
"10009060-002",21.9,66.9,9.5
"10009060-015",31,53.2,14.4
"10009060-007",21.6,69.6,8
"10009060-024",19.1,69.9,9.1
"10009060-008",24.7,62.4,11
"10009060-026",10.6,83.5,5.3
"10009060-018",22.7,64.3,11.6
"10009060-003",21.7,65.1,11.6
"10009060-001",17.7,67.3,14
"10009060-004",21.9,65.9,11.2
"10009060-021",13.7,75.3,9.8
"10009060-019",12.9,76.5,9.7
"10009060-022",16.1,74.3,7.3
"10009060-014",24.4,63.1,11.1
"10009060-028",17.6,71.3,9.8
"10009060-016",25.2,60.4,13
"10009060-020",18.9,70.6,8.5
"10009060-006",24.2,65,10.4
"10009060-017",17.7,72.2,9.1
"10009060-010",25.1,62.3,11.7
"10009060-025",20,67.8,10.7
"10009070-001",20.7,68.2,9.3
"10009070-017",26.3,62,10.5
"10009070-010",23.9,65.8,8.8
"10009070-015",24.4,65.4,8.3
"10009070-002",23.2,62.2,14
"10009070-019",25.3,62.4,10.7
"10009070-005",25.1,61.8,11.7
"10009070-012",25.6,62.2,11.2
"10009070-011",17.4,72.6,8.5
"10009070-014",20.9,69,10.2
"10009070-003",20.6,68.6,10
"10009070-004",21.4,66.1,11.3
"10009070-016",13.6,76.6,8.9
"10009070-018",28.6,58.3,12
"10009070-007",14.2,72.2,10.7
"10009070-008",21,66.9,10.6
"10009070-009",17.1,67.4,13.9
"10009070-020",28.9,62.9,7.6
"10009070-006",16.7,72.2,9.2
"10009070-013",15.9,71.9,11.1
"10009180-010",31.9,52.1,13.6
"10009180-011",18.6,71.8,7.9
"10009180-001",27.1,59.1,12
"10009180-012",26.8,57.8,12.9
"10009180-018",21.7,61.7,14.8
"10009180-017",22.8,66.1,7.9
"10009180-006",30.4,56.4,11.8
"10009180-009",32.8,53.8,12.2
"10009180-020",28.5,58.3,10
"10009180-013",27.5,58.4,12.1
"10009180-014",25.3,60,13
"10009180-004",25.9,60.7,11
"10009180-005",28.8,57.2,12.3
"10009180-007",21.7,67.6,8.1
"10009180-002",20.3,65.1,12.8
"10009180-019",34.2,49.4,13.1
"10009180-003",20.6,70.3,7.7
"10009180-015",25.2,56.4,15.9
"10009180-008",23.7,64.2,9.1
"10009040-026",16.6,75.7,5.9
"10009040-024",15.7,75,7.5
"10009040-023",35.3,52.8,11.1
"10009040-002",20.3,68.7,10
"10009040-017",17,72.1,9.5
"10009040-006",24.4,61.5,13.6
"10009040-009",21.3,65.4,11.9
"10009040-027",14.1,78.1,6.9
"10009040-004",28.4,61.4,9.2
"10009040-005",25.3,63.5,9.4
"10009040-008",24.1,63,11.6
"10009040-015",13.2,79.8,5.8
"10009040-025",17.1,74.1,7.5
"10009040-019",11.9,80.3,6.9
"10009040-014",18.4,71.2,9.4
"10009040-001",16.9,74.6,7.6
"10009040-018",14.5,78.2,6
"10009040-022",17.5,74.7,5.8
"10009040-021",13.9,77.4,8
"10009040-013",21.6,68,8.7
"10009040-011",14.7,79.4,4.7
"10009040-012",14.1,76.7,7.8
"10009040-010",21.3,67.3,10.6
"10009040-016",14.8,77.3,6.8
"10009040-007",25.9,59.4,13.6
"10009040-003",26.7,61,11.5
"10009040-020",31.2,61.5,6.7
